5 Data for Element 2: i  W(i)  t(i)  E(i)  G(i)  µ1(i)  µ2(i)  Ct(i)  e-max(i)  [Effec A(i) B(i) C(i)]
     1  48.00  5.40  80518.0  11009.0  0.318  0.119  -4.6300E-07  3650.00
     2  48.00  5.40  80518.0  11009.0  0.318  0.119  -4.6300E-07  3650.00
     3  48.00  5.40  80518.0  11009.0  0.318  0.119  -4.6300E-07  3650.00
     4  48.00  5.40  84466.0  10278.0  0.317  0.106  -5.8600E-07  3650.00
     5  48.00  5.40  84466.0  10278.0  0.317  0.106  -5.8600E-07  3650.00  1.000   4305.0   1120.00    376.00
     6  48.00  5.40  84466.0  10278.0  0.317  0.106  -5.8600E-07  3650.00
     7  48.00  5.40  82378.0  11531.0  0.379  0.122  -7.5900E-07  3650.00
     8  48.00  5.40  82378.0  11531.0  0.379  0.122  -7.5900E-07  3650.00  1.000   4364.0   1111.00    376.00
     9  48.00  5.40  82378.0  11531.0  0.379  0.122  -7.5900E-07  3650.00
    10  48.00  5.40  91440.0   7616.0  0.228  0.071  -4.7200E-07  3650.00
    11  48.00  5.40  91440.0   7616.0  0.228  0.071  -4.7200E-07  3650.00  1.000   4069.0   1155.00    376.00
    12  48.00  5.40  91440.0   7616.0  0.228  0.071  -4.7200E-07  3650.00
    13  48.00  5.40  90389.0   9182.0  0.316  0.088  -7.5100E-07  3650.00
    14  48.00  5.40  90389.0   9182.0  0.316  0.088  -7.5100E-07  3650.00
    15  48.00  5.40  85477.0  12836.0  0.639  0.127  -1.8100E-06  3650.00
    16  48.00  5.40  85477.0  12836.0  0.639  0.127  -1.8100E-06  3650.00
5 Data for Element 3: i  W(i)  t(i)  E(i)  G(i)  µ1(i)  µ2(i)  Ct(i)  Ftu(i)  [Effec Fbru(i)]
     1  48.00  0.25  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     2  48.00  1.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     3  48.00  1.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     4  48.00  2.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     5  48.00  2.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00  1.000  1420.00
     6  48.00  2.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     7  48.00  2.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     8  48.00  2.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00  1.000  1420.00
     9  48.00  2.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    10  48.00  3.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    11  48.00  3.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00  1.000  1420.00
    12  48.00  3.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    13  48.00  3.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    14  48.00  3.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    15  48.00  4.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    16  48.00  4.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
6 Applied loads: Pleft(i)  Pright(i) - Qleft(i)  Qright(i) / DeltaT
        0.0    76500.0        0.0        0.0
   153000.0        0.0        0.0        0.0
        0.0    76500.0        0.0        0.0
       70.0
